"Gene_Name","Gene_ID","Protein_ID","mRNA_ID","Start","End","Exon_Intron","Orientation","UTR_CDS","Length"
"KLK6","5653","NP_002765.1","NM_002774.3","51465000","51465136","exon","-","CDS","137"
"KLK6","5653","NP_002765.1","NM_002774.3","51465137","51466557","intron","-","-","1421"
"KLK6","5653","NP_002765.1","NM_002774.3","51466558","51466805","exon","-","CDS","248"
"KLK6","5653","NP_002765.1","NM_002774.3","51466806","51470424","intron","-","-","3619"
"KLK6","5653","NP_002765.1","NM_002774.3","51470425","51470581","exon","-","CDS","157"
"KLK6","5653","NP_002765.1","NM_002774.3","51470582","51471320","intron","-","-","739"
"KLK6","5653","NP_002765.1","NM_002774.3","51471321","51471360","exon","-","CDS","40"
"KLK6","5653","NP_002765.1","NM_002774.3","51471361","51471368","exon","-","UTR","8"
"KLK6","5653","NP_002765.1","NM_002774.3","51471369","51471796","intron","-","-","428"
"KLK6","5653","NP_002765.1","NM_002774.3","51471797","51471847","exon","-","UTR","51"
"KLK6","5653","NP_002765.1","NM_002774.3","51471848","51472745","intron","-","-","898"
"KLK6","5653","NP_002765.1","NM_002774.3","51472746","51472929","exon","-","UTR","184"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51461888","51462419","exon","-","UTR","532"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51462420","51462572","exon","-","CDS","153"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51462573","51464999","intron","-","-","2427"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51465000","51465136","exon","-","CDS","137"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51465137","51466557","intron","-","-","1421"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51466558","51466805","exon","-","CDS","248"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51466806","51470424","intron","-","-","3619"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51470425","51470581","exon","-","CDS","157"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51470582","51471320","intron","-","-","739"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51471321","51471360","exon","-","CDS","40"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51471361","51471368","exon","-","UTR","8"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51471369","51471796","intron","-","-","428"
"KLK6","5653","NP_001012982.1","NM_001012964.1","51471797","51472047","exon","-","UTR","251"
"KLRT32","3882","NP_002269.3","NM_002278.3","39615765","39616361","exon","-","UTR","597"
"KLRT32","3882","NP_002269.3","NM_002278.3","39616362","39616491","exon","-","CDS","130"
"KLRT32","3882","NP_002269.3","NM_002278.3","39616492","39619081","intron","-","-","2590"
"KLRT32","3882","NP_002269.3","NM_002278.3","39619082","39619302","exon","-","CDS","221"
"KLRT32","3882","NP_002269.3","NM_002278.3","39619303","39620329","intron","-","-","1027"
"KLRT32","3882","NP_002269.3","NM_002278.3","39620330","39620455","exon","-","CDS","126"
"KLRT32","3882","NP_002269.3","NM_002278.3","39620456","39620533","intron","-","-","78"
"KLRT32","3882","NP_002269.3","NM_002278.3","39620534","39620695","exon","-","CDS","162"
"KLRT32","3882","NP_002269.3","NM_002278.3","39620696","39622024","intron","-","-","1329"
"KLRT32","3882","NP_002269.3","NM_002278.3","39622025","39622181","exon","-","CDS","157"
"KLRT32","3882","NP_002269.3","NM_002278.3","39622182","39622345","intron","-","-","164"
"KLRT32","3882","NP_002269.3","NM_002278.3","39622346","39622428","exon","-","CDS","83"
"KLRT32","3882","NP_002269.3","NM_002278.3","39622429","39623109","intron","-","-","681"
"KLRT32","3882","NP_002269.3","NM_002278.3","39623110","39623577","exon","-","CDS","468"
"KLRT32","3882","NP_002269.3","NM_002278.3","39623578","39623638","exon","-","UTR","61"
"KRAS","3845","NP_203524.1","NM_033360.2","25348150","25348271","exon","+","UTR","122"
"KRAS","3845","NP_203524.1","NM_033360.2","25348272","25356853","intron","+","-","8582"
"KRAS","3845","NP_203524.1","NM_033360.2","25356854","25356890","exon","+","UTR","37"
"KRAS","3845","NP_203524.1","NM_033360.2","25356891","25356941","exon","+","CDS","51"
"KRAS","3845","NP_203524.1","NM_033360.2","25356942","25357024","intron","+","-","83"
"KRAS","3845","NP_203524.1","NM_033360.2","25357025","25357246","exon","+","CDS","222"
"KRAS","3845","NP_203524.1","NM_033360.2","25357247","25357949","exon","+","UTR","703"
"KRAS","3845","NP_004976.2","NM_004985.3","25358180","25362728","exon","-","UTR","4549"
"KRAS","3845","NP_004976.2","NM_004985.3","25362729","25362845","exon","-","CDS","117"
"KRAS","3845","NP_004976.2","NM_004985.3","25362846","25378547","intron","-","-","15702"
"KRAS","3845","NP_004976.2","NM_004985.3","25378548","25378707","exon","-","CDS","160"
"KRAS","3845","NP_004976.2","NM_004985.3","25378708","25380167","intron","-","-","1460"
"KRAS","3845","NP_004976.2","NM_004985.3","25380168","25380346","exon","-","CDS","179"
"KRAS","3845","NP_004976.2","NM_004985.3","25380347","25398207","intron","-","-","17861"
"KRAS","3845","NP_004976.2","NM_004985.3","25398208","25398318","exon","-","CDS","111"
"KRAS","3845","NP_004976.2","NM_004985.3","25398319","25398329","exon","-","UTR","11"
"KRAS","3845","NP_004976.2","NM_004985.3","25398330","25403684","intron","-","-","5355"
"KRAS","3845","NP_004976.2","NM_004985.3","25403685","25403854","exon","-","UTR","170"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143635195","143635305","exon","+","UTR","111"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143635306","143642917","intron","+","-","7612"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143642918","143642936","exon","+","UTR","19"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143642937","143643105","exon","+","CDS","169"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143643106","143676177","intron","+","-","33072"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143676178","143676298","exon","+","CDS","121"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143676299","143685227","intron","+","-","8929"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143685228","143685310","exon","+","CDS","83"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143685311","143712378","intron","+","-","27068"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143712379","143712440","exon","+","CDS","62"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143712441","143713771","intron","+","-","1331"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143713772","143713843","exon","+","CDS","72"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143713844","143715209","intron","+","-","1366"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143715210","143715284","exon","+","CDS","75"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143715285","143718192","intron","+","-","2908"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143718193","143718339","exon","+","CDS","147"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143718340","143742652","intron","+","-","24313"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143742653","143742751","exon","+","CDS","99"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143742752","143743516","intron","+","-","765"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143743517","143743590","exon","+","CDS","74"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143743591","143746413","intron","+","-","2823"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143746414","143746435","exon","+","CDS","22"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143746436","143746473","exon","+","UTR","38"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143746474","143746910","intron","+","-","437"
"KYNU","8942","NP_001028170.1","NM_001032998.1","143746911","143747106","exon","+","UTR","196"
"KYNU","8942","NP_001186170.1","NM_001199241.1","0","0","-","-","-","0"
"KYNU","8942","NP_003928.1","NM_003937.2","143635195","143635305","exon","+","UTR","111"
"KYNU","8942","NP_003928.1","NM_003937.2","143635306","143642917","intron","+","-","7612"
"KYNU","8942","NP_003928.1","NM_003937.2","143642918","143642936","exon","+","UTR","19"
"KYNU","8942","NP_003928.1","NM_003937.2","143642937","143643105","exon","+","CDS","169"
"KYNU","8942","NP_003928.1","NM_003937.2","143643106","143676177","intron","+","-","33072"
"KYNU","8942","NP_003928.1","NM_003937.2","143676178","143676298","exon","+","CDS","121"
"KYNU","8942","NP_003928.1","NM_003937.2","143676299","143685227","intron","+","-","8929"
"KYNU","8942","NP_003928.1","NM_003937.2","143685228","143685310","exon","+","CDS","83"
"KYNU","8942","NP_003928.1","NM_003937.2","143685311","143712378","intron","+","-","27068"
"KYNU","8942","NP_003928.1","NM_003937.2","143712379","143712440","exon","+","CDS","62"
"KYNU","8942","NP_003928.1","NM_003937.2","143712441","143713771","intron","+","-","1331"
"KYNU","8942","NP_003928.1","NM_003937.2","143713772","143713843","exon","+","CDS","72"
"KYNU","8942","NP_003928.1","NM_003937.2","143713844","143715209","intron","+","-","1366"
"KYNU","8942","NP_003928.1","NM_003937.2","143715210","143715284","exon","+","CDS","75"
"KYNU","8942","NP_003928.1","NM_003937.2","143715285","143718192","intron","+","-","2908"
"KYNU","8942","NP_003928.1","NM_003937.2","143718193","143718339","exon","+","CDS","147"
"KYNU","8942","NP_003928.1","NM_003937.2","143718340","143742652","intron","+","-","24313"
"KYNU","8942","NP_003928.1","NM_003937.2","143742653","143742751","exon","+","CDS","99"
"KYNU","8942","NP_003928.1","NM_003937.2","143742752","143743516","intron","+","-","765"
"KYNU","8942","NP_003928.1","NM_003937.2","143743517","143743590","exon","+","CDS","74"
"KYNU","8942","NP_003928.1","NM_003937.2","143743591","143787195","intron","+","-","43605"
"KYNU","8942","NP_003928.1","NM_003937.2","143787196","143787248","exon","+","CDS","53"
"KYNU","8942","NP_003928.1","NM_003937.2","143787249","143790804","intron","+","-","3556"
"KYNU","8942","NP_003928.1","NM_003937.2","143790805","143790890","exon","+","CDS","86"
"KYNU","8942","NP_003928.1","NM_003937.2","143790891","143797996","intron","+","-","7106"
"KYNU","8942","NP_003928.1","NM_003937.2","143797997","143798227","exon","+","CDS","231"
"KYNU","8942","NP_003928.1","NM_003937.2","143798228","143799615","intron","+","-","1388"
"KYNU","8942","NP_003928.1","NM_003937.2","143799616","143799741","exon","+","CDS","126"
"KYNU","8942","NP_003928.1","NM_003937.2","143799742","143799885","exon","+","UTR","144"
"LAMB1","3912","NP_002282.2","NM_002291.2","107564246","107564395","exon","-","UTR","150"
"LAMB1","3912","NP_002282.2","NM_002291.2","107564396","107564532","exon","-","CDS","137"
"LAMB1","3912","NP_002282.2","NM_002291.2","107564533","107564674","intron","-","-","142"
"LAMB1","3912","NP_002282.2","NM_002291.2","107564675","107564834","exon","-","CDS","160"
"LAMB1","3912","NP_002282.2","NM_002291.2","107564835","107566627","intron","-","-","1793"
"LAMB1","3912","NP_002282.2","NM_002291.2","107566628","107566804","exon","-","CDS","177"
"LAMB1","3912","NP_002282.2","NM_002291.2","107566805","107569508","intron","-","-","2704"
"LAMB1","3912","NP_002282.2","NM_002291.2","107569509","107569650","exon","-","CDS","142"
"LAMB1","3912","NP_002282.2","NM_002291.2","107569651","107569856","intron","-","-","206"
"LAMB1","3912","NP_002282.2","NM_002291.2","107569857","107570064","exon","-","CDS","208"
"LAMB1","3912","NP_002282.2","NM_002291.2","107570065","107571800","intron","-","-","1736"
"LAMB1","3912","NP_002282.2","NM_002291.2","107571801","107571945","exon","-","CDS","145"
"LAMB1","3912","NP_002282.2","NM_002291.2","107571946","107572618","intron","-","-","673"
"LAMB1","3912","NP_002282.2","NM_002291.2","107572619","107572822","exon","-","CDS","204"
"LAMB1","3912","NP_002282.2","NM_002291.2","107572823","107575859","intron","-","-","3037"
"LAMB1","3912","NP_002282.2","NM_002291.2","107575860","107576101","exon","-","CDS","242"
"LAMB1","3912","NP_002282.2","NM_002291.2","107576102","107577537","intron","-","-","1436"
"LAMB1","3912","NP_002282.2","NM_002291.2","107577538","107577722","exon","-","CDS","185"
"LAMB1","3912","NP_002282.2","NM_002291.2","107577723","107580433","intron","-","-","2711"
"LAMB1","3912","NP_002282.2","NM_002291.2","107580434","107580803","exon","-","CDS","370"
"LAMB1","3912","NP_002282.2","NM_002291.2","107580804","107591670","intron","-","-","10867"
"LAMB1","3912","NP_002282.2","NM_002291.2","107591671","107591767","exon","-","CDS","97"
"LAMB1","3912","NP_002282.2","NM_002291.2","107591768","107592453","intron","-","-","686"
"LAMB1","3912","NP_002282.2","NM_002291.2","107592454","107592668","exon","-","CDS","215"
"LAMB1","3912","NP_002282.2","NM_002291.2","107592669","107593974","intron","-","-","1306"
"LAMB1","3912","NP_002282.2","NM_002291.2","107593975","107594199","exon","-","CDS","225"
"LAMB1","3912","NP_002282.2","NM_002291.2","107594200","107595911","intron","-","-","1712"
"LAMB1","3912","NP_002282.2","NM_002291.2","107595912","107596075","exon","-","CDS","164"
"LAMB1","3912","NP_002282.2","NM_002291.2","107596076","107599693","intron","-","-","3618"
"LAMB1","3912","NP_002282.2","NM_002291.2","107599694","107599925","exon","-","CDS","232"
"LAMB1","3912","NP_002282.2","NM_002291.2","107599926","107600135","intron","-","-","210"
"LAMB1","3912","NP_002282.2","NM_002291.2","107600136","107600279","exon","-","CDS","144"
"LAMB1","3912","NP_002282.2","NM_002291.2","107600280","107600889","intron","-","-","610"
"LAMB1","3912","NP_002282.2","NM_002291.2","107600890","107601094","exon","-","CDS","205"
"LAMB1","3912","NP_002282.2","NM_002291.2","107601095","107601650","intron","-","-","556"
"LAMB1","3912","NP_002282.2","NM_002291.2","107601651","107601774","exon","-","CDS","124"
"LAMB1","3912","NP_002282.2","NM_002291.2","107601775","107601993","intron","-","-","219"
"LAMB1","3912","NP_002282.2","NM_002291.2","107601994","107602121","exon","-","CDS","128"
"LAMB1","3912","NP_002282.2","NM_002291.2","107602122","107603349","intron","-","-","1228"
"LAMB1","3912","NP_002282.2","NM_002291.2","107603350","107603508","exon","-","CDS","159"
"LAMB1","3912","NP_002282.2","NM_002291.2","107603509","107604996","intron","-","-","1488"
"LAMB1","3912","NP_002282.2","NM_002291.2","107604997","107605132","exon","-","CDS","136"
"LAMB1","3912","NP_002282.2","NM_002291.2","107605133","107613436","intron","-","-","8304"
"LAMB1","3912","NP_002282.2","NM_002291.2","107613437","107613516","exon","-","CDS","80"
"LAMB1","3912","NP_002282.2","NM_002291.2","107613517","107615430","intron","-","-","1914"
"LAMB1","3912","NP_002282.2","NM_002291.2","107615431","107615543","exon","-","CDS","113"
"LAMB1","3912","NP_002282.2","NM_002291.2","107615544","107615678","intron","-","-","135"
"LAMB1","3912","NP_002282.2","NM_002291.2","107615679","107615858","exon","-","CDS","180"
"LAMB1","3912","NP_002282.2","NM_002291.2","107615859","107616133","intron","-","-","275"
"LAMB1","3912","NP_002282.2","NM_002291.2","107616134","107616322","exon","-","CDS","189"
"LAMB1","3912","NP_002282.2","NM_002291.2","107616323","107618491","intron","-","-","2169"
"LAMB1","3912","NP_002282.2","NM_002291.2","107618492","107618612","exon","-","CDS","121"
"LAMB1","3912","NP_002282.2","NM_002291.2","107618613","107621053","intron","-","-","2441"
"LAMB1","3912","NP_002282.2","NM_002291.2","107621054","107621256","exon","-","CDS","203"
"LAMB1","3912","NP_002282.2","NM_002291.2","107621257","107626466","intron","-","-","5210"
"LAMB1","3912","NP_002282.2","NM_002291.2","107626467","107626530","exon","-","CDS","64"
"LAMB1","3912","NP_002282.2","NM_002291.2","107626531","107626619","intron","-","-","89"
"LAMB1","3912","NP_002282.2","NM_002291.2","107626620","107626808","exon","-","CDS","189"
"LAMB1","3912","NP_002282.2","NM_002291.2","107626809","107635331","intron","-","-","8523"
"LAMB1","3912","NP_002282.2","NM_002291.2","107635332","107635405","exon","-","CDS","74"
"LAMB1","3912","NP_002282.2","NM_002291.2","107635406","107638801","intron","-","-","3396"
"LAMB1","3912","NP_002282.2","NM_002291.2","107638802","107638937","exon","-","CDS","136"
"LAMB1","3912","NP_002282.2","NM_002291.2","107638938","107642002","intron","-","-","3065"
"LAMB1","3912","NP_002282.2","NM_002291.2","107642003","107642178","exon","-","CDS","176"
"LAMB1","3912","NP_002282.2","NM_002291.2","107642179","107643293","intron","-","-","1115"
"LAMB1","3912","NP_002282.2","NM_002291.2","107643294","107643330","exon","-","CDS","37"
"LAMB1","3912","NP_002282.2","NM_002291.2","107643331","107643416","exon","-","UTR","86"
"LAMB1","3912","NP_002282.2","NM_002291.2","107643417","107643555","intron","-","-","139"
"LAMB1","3912","NP_002282.2","NM_002291.2","107643556","107643804","exon","-","UTR","249"
"LCN2","3934","NP_005555.2","NM_005564.3","130911732","130911804","exon","+","UTR","73"
"LCN2","3934","NP_005555.2","NM_005564.3","130911805","130911942","exon","+","CDS","138"
"LCN2","3934","NP_005555.2","NM_005564.3","130911943","130912516","intron","+","-","574"
"LCN2","3934","NP_005555.2","NM_005564.3","130912517","130912653","exon","+","CDS","137"
"LCN2","3934","NP_005555.2","NM_005564.3","130912654","130913916","intron","+","-","1263"
"LCN2","3934","NP_005555.2","NM_005564.3","130913917","130913996","exon","+","CDS","80"
"LCN2","3934","NP_005555.2","NM_005564.3","130913997","130914184","intron","+","-","188"
"LCN2","3934","NP_005555.2","NM_005564.3","130914185","130914304","exon","+","CDS","120"
"LCN2","3934","NP_005555.2","NM_005564.3","130914305","130914461","intron","+","-","157"
"LCN2","3934","NP_005555.2","NM_005564.3","130914462","130914563","exon","+","CDS","102"
"LCN2","3934","NP_005555.2","NM_005564.3","130914564","130915378","intron","+","-","815"
"LCN2","3934","NP_005555.2","NM_005564.3","130915379","130915398","exon","+","CDS","20"
"LCN2","3934","NP_005555.2","NM_005564.3","130915399","130915405","exon","+","UTR","7"
"LCN2","3934","NP_005555.2","NM_005564.3","130915406","130915589","intron","+","-","184"
"LCN2","3934","NP_005555.2","NM_005564.3","130915590","130915734","exon","+","UTR","145"
"LDB2","9079","NP_001281.1","NM_001290.3","16503164","16504265","exon","-","UTR","1102"
"LDB2","9079","NP_001281.1","NM_001290.3","16504266","16504496","exon","-","CDS","231"
"LDB2","9079","NP_001281.1","NM_001290.3","16504497","16510157","intron","-","-","5661"
"LDB2","9079","NP_001281.1","NM_001290.3","16510158","16510309","exon","-","CDS","152"
"LDB2","9079","NP_001281.1","NM_001290.3","16510310","16513603","intron","-","-","3294"
"LDB2","9079","NP_001281.1","NM_001290.3","16513604","16513727","exon","-","CDS","124"
"LDB2","9079","NP_001281.1","NM_001290.3","16513728","16587544","intron","-","-","73817"
"LDB2","9079","NP_001281.1","NM_001290.3","16587545","16587628","exon","-","CDS","84"
"LDB2","9079","NP_001281.1","NM_001290.3","16587629","16590332","intron","-","-","2704"
"LDB2","9079","NP_001281.1","NM_001290.3","16590333","16590455","exon","-","CDS","123"
"LDB2","9079","NP_001281.1","NM_001290.3","16590456","16597325","intron","-","-","6870"
"LDB2","9079","NP_001281.1","NM_001290.3","16597326","16597498","exon","-","CDS","173"
"LDB2","9079","NP_001281.1","NM_001290.3","16597499","16760780","intron","-","-","163282"
"LDB2","9079","NP_001281.1","NM_001290.3","16760781","16760883","exon","-","CDS","103"
"LDB2","9079","NP_001281.1","NM_001290.3","16760884","16899976","intron","-","-","139093"
"LDB2","9079","NP_001281.1","NM_001290.3","16899977","16900108","exon","-","CDS","132"
"LDB2","9079","NP_001281.1","NM_001290.3","16900109","16900424","exon","-","UTR","316"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16503164","16504496","exon","-","UTR","1333"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16504497","16507462","intron","-","-","2966"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16507463","16507500","exon","-","UTR","38"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16507501","16507605","exon","-","CDS","105"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16507606","16510157","intron","-","-","2552"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16510158","16510309","exon","-","CDS","152"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16510310","16513603","intron","-","-","3294"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16513604","16513727","exon","-","CDS","124"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16513728","16587544","intron","-","-","73817"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16587545","16587628","exon","-","CDS","84"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16587629","16590332","intron","-","-","2704"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16590333","16590455","exon","-","CDS","123"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16590456","16597325","intron","-","-","6870"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16597326","16597498","exon","-","CDS","173"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16597499","16760780","intron","-","-","163282"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16760781","16760883","exon","-","CDS","103"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16760884","16899976","intron","-","-","139093"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16899977","16900108","exon","-","CDS","132"
"LDB2","9079","NP_001124306.1","NM_001130834.1","16900109","16900424","exon","-","UTR","316"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55595935","55596018","exon","+","UTR","84"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55596019","55604087","intron","+","-","8069"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55604088","55604091","exon","+","UTR","4"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55604092","55604109","exon","+","CDS","18"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55604110","55604762","intron","+","-","653"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55604763","55605086","exon","+","CDS","324"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55605087","55606992","intron","+","-","1906"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55606993","55607081","exon","+","CDS","89"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55607082","55609301","intron","+","-","2220"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55609302","55609390","exon","+","CDS","89"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55609391","55612029","intron","+","-","2639"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55612030","55612112","exon","+","CDS","83"
"LGALS3","3958","NP_001170859.1","NM_001177388.1","55612113","55612148","exon","+","UTR","36"
"LGALS3","3958","NP_002297.2","NM_002306.3","55595935","55596018","exon","+","UTR","84"
"LGALS3","3958","NP_002297.2","NM_002306.3","55596019","55604087","intron","+","-","8069"
"LGALS3","3958","NP_002297.2","NM_002306.3","55604088","55604091","exon","+","UTR","4"
"LGALS3","3958","NP_002297.2","NM_002306.3","55604092","55604109","exon","+","CDS","18"
"LGALS3","3958","NP_002297.2","NM_002306.3","55604110","55604762","intron","+","-","653"
"LGALS3","3958","NP_002297.2","NM_002306.3","55604763","55605086","exon","+","CDS","324"
"LGALS3","3958","NP_002297.2","NM_002306.3","55605087","55606992","intron","+","-","1906"
"LGALS3","3958","NP_002297.2","NM_002306.3","55606993","55607081","exon","+","CDS","89"
"LGALS3","3958","NP_002297.2","NM_002306.3","55607082","55609301","intron","+","-","2220"
"LGALS3","3958","NP_002297.2","NM_002306.3","55609302","55609467","exon","+","CDS","166"
"LGALS3","3958","NP_002297.2","NM_002306.3","55609468","55611833","intron","+","-","2366"
"LGALS3","3958","NP_002297.2","NM_002306.3","55611834","55611989","exon","+","CDS","156"
"LGALS3","3958","NP_002297.2","NM_002306.3","55611990","55612148","exon","+","UTR","159"
"LIMS1","3987","NP_001180411.1","NM_001193482.1","0","0","-","-","-","0"
"LIMS1","3987","NP_001180412.1","NM_001193483.1","0","0","-","-","-","0"
"LIMS1","3987","NP_001180413.1","NM_001193484.1","0","0","-","-","-","0"
"LIMS1","3987","NP_001180414.1","NM_001193485.1","0","0","-","-","-","0"
"LIMS1","3987","NP_001180417.1","NM_001193488.1","0","0","-","-","-","0"
"LIMS1","3987","NP_004978.2","NM_004987.4","0","0","-","-","-","0"
"LMOD1","25802","NP_036266.2","NM_012134.2","201865584","201867499","exon","-","UTR","1916"
"LMOD1","25802","NP_036266.2","NM_012134.2","201867500","201867526","exon","-","CDS","27"
"LMOD1","25802","NP_036266.2","NM_012134.2","201867527","201868364","intron","-","-","838"
"LMOD1","25802","NP_036266.2","NM_012134.2","201868365","201869879","exon","-","CDS","1515"
"LMOD1","25802","NP_036266.2","NM_012134.2","201869880","201915207","intron","-","-","45328"
"LMOD1","25802","NP_036266.2","NM_012134.2","201915208","201915468","exon","-","CDS","261"
"LMOD1","25802","NP_036266.2","NM_012134.2","201915469","201915716","exon","-","UTR","248"
"LOX","4015","NP_001171573.1","NM_001178102.1","121398890","121402437","exon","-","UTR","3548"
"LOX","4015","NP_001171573.1","NM_001178102.1","121402438","121402444","exon","-","CDS","7"
"LOX","4015","NP_001171573.1","NM_001178102.1","121402445","121405747","intron","-","-","3303"
"LOX","4015","NP_001171573.1","NM_001178102.1","121405748","121405863","exon","-","CDS","116"
"LOX","4015","NP_001171573.1","NM_001178102.1","121405864","121406188","intron","-","-","325"
"LOX","4015","NP_001171573.1","NM_001178102.1","121406189","121406284","exon","-","CDS","96"
"LOX","4015","NP_001171573.1","NM_001178102.1","121406285","121409707","intron","-","-","3423"
"LOX","4015","NP_001171573.1","NM_001178102.1","121409708","121409864","exon","-","CDS","157"
"LOX","4015","NP_001171573.1","NM_001178102.1","121409865","121411098","intron","-","-","1234"
"LOX","4015","NP_001171573.1","NM_001178102.1","121411099","121411236","exon","-","CDS","138"
"LOX","4015","NP_001171573.1","NM_001178102.1","121411237","121412587","intron","-","-","1351"
"LOX","4015","NP_001171573.1","NM_001178102.1","121412588","121412637","exon","-","CDS","50"
"LOX","4015","NP_001171573.1","NM_001178102.1","121412638","121412918","exon","-","UTR","281"
"LOX","4015","NP_002308.2","NM_002317.5","121398890","121402437","exon","-","UTR","3548"
"LOX","4015","NP_002308.2","NM_002317.5","121402438","121402444","exon","-","CDS","7"
"LOX","4015","NP_002308.2","NM_002317.5","121402445","121405747","intron","-","-","3303"
"LOX","4015","NP_002308.2","NM_002317.5","121405748","121405863","exon","-","CDS","116"
"LOX","4015","NP_002308.2","NM_002317.5","121405864","121406188","intron","-","-","325"
"LOX","4015","NP_002308.2","NM_002317.5","121406189","121406284","exon","-","CDS","96"
"LOX","4015","NP_002308.2","NM_002317.5","121406285","121409707","intron","-","-","3423"
"LOX","4015","NP_002308.2","NM_002317.5","121409708","121409864","exon","-","CDS","157"
"LOX","4015","NP_002308.2","NM_002317.5","121409865","121411098","intron","-","-","1234"
"LOX","4015","NP_002308.2","NM_002317.5","121411099","121411236","exon","-","CDS","138"
"LOX","4015","NP_002308.2","NM_002317.5","121411237","121412587","intron","-","-","1351"
"LOX","4015","NP_002308.2","NM_002317.5","121412588","121412696","exon","-","CDS","109"
"LOX","4015","NP_002308.2","NM_002317.5","121412697","121413049","intron","-","-","353"
"LOX","4015","NP_002308.2","NM_002317.5","121413050","121413680","exon","-","CDS","631"
"LOX","4015","NP_002308.2","NM_002317.5","121413681","121414055","exon","-","UTR","375"
"LOXL3","84695","NP_115992.1","NM_032603.2","74759946","74760732","exon","-","UTR","787"
"LOXL3","84695","NP_115992.1","NM_032603.2","74760733","74760806","exon","-","CDS","74"
"LOXL3","84695","NP_115992.1","NM_032603.2","74760807","74761008","intron","-","-","202"
"LOXL3","84695","NP_115992.1","NM_032603.2","74761009","74761120","exon","-","CDS","112"
"LOXL3","84695","NP_115992.1","NM_032603.2","74761121","74761226","intron","-","-","106"
"LOXL3","84695","NP_115992.1","NM_032603.2","74761227","74761363","exon","-","CDS","137"
"LOXL3","84695","NP_115992.1","NM_032603.2","74761364","74761442","intron","-","-","79"
"LOXL3","84695","NP_115992.1","NM_032603.2","74761443","74761558","exon","-","CDS","116"
