"Gene_Name","Gene_ID","Protein_ID","SwissProt_ID","PDB_ID","Method","Resolution","Chain","Position"
"FGFR1","2260","NP_001167538.1","P11362","1XR0","NMR","0.00","A","409-430"
"FGFR1","2260","NP_001167538.1","P11362","2CR3","NMR","0.00","A","38-124"
"FGFR1","2260","NP_001167538.1","P11362","2FGI","X-ray","2.50","A/B","458-765"
"FGFR1","2260","NP_001167538.1","P11362","3C4F","X-ray","2.07","A/B","464-765"
"FGFR1","2260","NP_001167538.1","P11362","3GQI","X-ray","2.50","A","458-774"
"FGFR1","2260","NP_001167538.1","P11362","3GQL","X-ray","2.80","A/B/C","458-774"
"FGFR1","2260","NP_001167538.1","P11362","3JS2","X-ray","2.20","A/B","458-765"
"FGFR1","2260","NP_001167538.1","P11362","3KRJ","X-ray","2.10","A","577-597"
"FGFR1","2260","NP_001167538.1","P11362","3KRL","X-ray","2.40","A","577-597"
"FGFR1","2260","NP_001167538.1","P11362","3KXX","X-ray","3.20","A/B/C/D","458-765"
"FGFR1","2260","NP_001167538.1","P11362","3KY2","X-ray","2.70","A/B","458-765"
"FGFR1","2260","NP_056934.2","P11362","1AGW","X-ray","2.40","A/B","458-765"
"FGFR1","2260","NP_056934.2","P11362","1CVS","X-ray","2.80","C/D","141-365"
"FGFR1","2260","NP_056934.2","P11362","1EVT","X-ray","2.80","C/D","141-365"
"FGFR1","2260","NP_056934.2","P11362","1FGI","X-ray","2.50","A/B","458-765"
"FGFR1","2260","NP_056934.2","P11362","1FGK","X-ray","2.00","A/B","458-765"
"FGFR1","2260","NP_056934.2","P11362","1FQ9","X-ray","3.00","C/D","141-365"
"FGFR1","2260","NP_056934.2","P11362","1XR0","NMR","0.00","A","409-430"
"FGFR1","2260","NP_056934.2","P11362","2CR3","NMR","0.00","A","38-124"
"FGFR1","2260","NP_056934.2","P11362","2FGI","X-ray","2.50","A/B","458-765"
"FGFR1","2260","NP_056934.2","P11362","3C4F","X-ray","2.07","A/B","464-765"
"FGFR1","2260","NP_056934.2","P11362","3GQI","X-ray","2.50","A","458-774"
"FGFR1","2260","NP_056934.2","P11362","3GQL","X-ray","2.80","A/B/C","458-774"
"FGFR1","2260","NP_056934.2","P11362","3JS2","X-ray","2.20","A/B","458-765"
"FGFR1","2260","NP_056934.2","P11362","3KRJ","X-ray","2.10","A","577-597"
"FGFR1","2260","NP_056934.2","P11362","3KRL","X-ray","2.40","A","577-597"
"FGFR1","2260","NP_056934.2","P11362","3KXX","X-ray","3.20","A/B/C/D","458-765"
"FGFR1","2260","NP_056934.2","P11362","3KY2","X-ray","2.70","A/B","458-765"
"FGFR1","2260","NP_075593.1","P11362","1AGW","X-ray","2.40","A/B","458-765"
"FGFR1","2260","NP_075593.1","P11362","1CVS","X-ray","2.80","C/D","141-365"
"FGFR1","2260","NP_075593.1","P11362","1EVT","X-ray","2.80","C/D","141-365"
"FGFR1","2260","NP_075593.1","P11362","1FGI","X-ray","2.50","A/B","458-765"
"FGFR1","2260","NP_075593.1","P11362","1FGK","X-ray","2.00","A/B","458-765"
"FGFR1","2260","NP_075593.1","P11362","1FQ9","X-ray","3.00","C/D","141-365"
"FGFR1","2260","NP_075593.1","P11362","1XR0","NMR","0.00","A","409-430"
"FGFR1","2260","NP_075593.1","P11362","2CR3","NMR","0.00","A","38-124"
"FGFR1","2260","NP_075593.1","P11362","2FGI","X-ray","2.50","A/B","458-765"
"FGFR1","2260","NP_075593.1","P11362","3C4F","X-ray","2.07","A/B","464-765"
"FGFR1","2260","NP_075593.1","P11362","3GQI","X-ray","2.50","A","458-774"
"FGFR1","2260","NP_075593.1","P11362","3GQL","X-ray","2.80","A/B/C","458-774"
"FGFR1","2260","NP_075593.1","P11362","3JS2","X-ray","2.20","A/B","458-765"
"FGFR1","2260","NP_075593.1","P11362","3KRJ","X-ray","2.10","A","577-597"
"FGFR1","2260","NP_075593.1","P11362","3KRL","X-ray","2.40","A","577-597"
"FGFR1","2260","NP_075593.1","P11362","3KXX","X-ray","3.20","A/B/C/D","458-765"
"FGFR1","2260","NP_075593.1","P11362","3KY2","X-ray","2.70","A/B","458-765"
"FGFR1","2260","NP_075594.1","P11362","1AGW","X-ray","2.40","A/B","458-765"
"FGFR1","2260","NP_075594.1","P11362","1CVS","X-ray","2.80","C/D","141-365"
"FGFR1","2260","NP_075594.1","P11362","1EVT","X-ray","2.80","C/D","141-365"
"FGFR1","2260","NP_075594.1","P11362","1FGI","X-ray","2.50","A/B","458-765"
"FGFR1","2260","NP_075594.1","P11362","1FGK","X-ray","2.00","A/B","458-765"
"FGFR1","2260","NP_075594.1","P11362","1FQ9","X-ray","3.00","C/D","141-365"
"FGFR1","2260","NP_075594.1","P11362","1XR0","NMR","0.00","A","409-430"
"FGFR1","2260","NP_075594.1","P11362","2CR3","NMR","0.00","A","38-124"
"FGFR1","2260","NP_075594.1","P11362","2FGI","X-ray","2.50","A/B","458-765"
"FGFR1","2260","NP_075594.1","P11362","3C4F","X-ray","2.07","A/B","464-765"
"FGFR1","2260","NP_075594.1","P11362","3GQI","X-ray","2.50","A","458-774"
"FGFR1","2260","NP_075594.1","P11362","3GQL","X-ray","2.80","A/B/C","458-774"
"FGFR1","2260","NP_075594.1","P11362","3JS2","X-ray","2.20","A/B","458-765"
"FGFR1","2260","NP_075594.1","P11362","3KRJ","X-ray","2.10","A","577-597"
"FGFR1","2260","NP_075594.1","P11362","3KRL","X-ray","2.40","A","577-597"
"FGFR1","2260","NP_075594.1","P11362","3KXX","X-ray","3.20","A/B/C/D","458-765"
"FGFR1","2260","NP_075594.1","P11362","3KY2","X-ray","2.70","A/B","458-765"
"FGFR1","2260","NP_075598.2","P11362","1AGW","X-ray","2.40","A/B","458-765"
"FGFR1","2260","NP_075598.2","P11362","1CVS","X-ray","2.80","C/D","141-365"
"FGFR1","2260","NP_075598.2","P11362","1EVT","X-ray","2.80","C/D","141-365"
"FGFR1","2260","NP_075598.2","P11362","1FGI","X-ray","2.50","A/B","458-765"
"FGFR1","2260","NP_075598.2","P11362","1FGK","X-ray","2.00","A/B","458-765"
"FGFR1","2260","NP_075598.2","P11362","1FQ9","X-ray","3.00","C/D","141-365"
"FGFR1","2260","NP_075598.2","P11362","1XR0","NMR","0.00","A","409-430"
"FGFR1","2260","NP_075598.2","P11362","2CR3","NMR","0.00","A","38-124"
"FGFR1","2260","NP_075598.2","P11362","2FGI","X-ray","2.50","A/B","458-765"
"FGFR1","2260","NP_075598.2","P11362","3C4F","X-ray","2.07","A/B","464-765"
"FGFR1","2260","NP_075598.2","P11362","3GQI","X-ray","2.50","A","458-774"
"FGFR1","2260","NP_075598.2","P11362","3GQL","X-ray","2.80","A/B/C","458-774"
"FGFR1","2260","NP_075598.2","P11362","3JS2","X-ray","2.20","A/B","458-765"
"FGFR1","2260","NP_075598.2","P11362","3KRJ","X-ray","2.10","A","577-597"
"FGFR1","2260","NP_075598.2","P11362","3KRL","X-ray","2.40","A","577-597"
"FGFR1","2260","NP_075598.2","P11362","3KXX","X-ray","3.20","A/B/C/D","458-765"
"FGFR1","2260","NP_075598.2","P11362","3KY2","X-ray","2.70","A/B","458-765"
"FHIT","2272","NP_001159715.1","P49789","1FHI","X-ray","3.10","A","1-147"
"FHIT","2272","NP_001159715.1","P49789","1FIT","X-ray","1.85","A","1-147"
"FHIT","2272","NP_001159715.1","P49789","2FHI","X-ray","2.60","A","1-147"
"FHIT","2272","NP_001159715.1","P49789","2FIT","X-ray","1.90","A","1-147"
"FHIT","2272","NP_001159715.1","P49789","3FIT","X-ray","2.40","A","1-147"
"FHIT","2272","NP_001159715.1","P49789","4FIT","X-ray","2.50","A","1-147"
"FHIT","2272","NP_001159715.1","P49789","5FIT","X-ray","2.30","A","1-147"
"FHIT","2272","NP_001159715.1","P49789","6FIT","X-ray","2.60","A","1-147"
"FHIT","2272","NP_002003.1","P49789","1FHI","X-ray","3.10","A","1-147"
"FHIT","2272","NP_002003.1","P49789","1FIT","X-ray","1.85","A","1-147"
"FHIT","2272","NP_002003.1","P49789","2FHI","X-ray","2.60","A","1-147"
"FHIT","2272","NP_002003.1","P49789","2FIT","X-ray","1.90","A","1-147"
"FHIT","2272","NP_002003.1","P49789","3FIT","X-ray","2.40","A","1-147"
"FHIT","2272","NP_002003.1","P49789","4FIT","X-ray","2.50","A","1-147"
"FHIT","2272","NP_002003.1","P49789","5FIT","X-ray","2.30","A","1-147"
"FHIT","2272","NP_002003.1","P49789","6FIT","X-ray","2.60","A","1-147"
"FLRT2","23768","NP_037363.1","O43155","-","-","0.00","-","-"
"FOLH1","2346","NP_001014986.1","Q04609","1Z8L","X-ray","3.50","A/B/C/D","56-750"
"FOLH1","2346","NP_001014986.1","Q04609","2C6C","X-ray","2.00","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2C6G","X-ray","2.20","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2C6P","X-ray","2.39","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2CIJ","X-ray","2.40","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2JBJ","X-ray","2.19","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2JBK","X-ray","2.99","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2OOT","X-ray","1.64","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2OR4","X-ray","1.62","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2PVV","X-ray","2.11","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2PVW","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2XEF","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2XEG","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2XEI","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","2XEJ","X-ray","1.78","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","3BHX","X-ray","1.60","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","3BI0","X-ray","1.67","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","3BI1","X-ray","1.50","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","3BXM","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","3D7D","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","3D7F","X-ray","1.54","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","3D7G","X-ray","1.75","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","3D7H","X-ray","1.55","A","44-750"
"FOLH1","2346","NP_001014986.1","Q04609","3IWW","X-ray","2.30","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","1Z8L","X-ray","3.50","A/B/C/D","56-750"
"FOLH1","2346","NP_001180400.1","Q04609","2C6C","X-ray","2.00","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2C6G","X-ray","2.20","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2C6P","X-ray","2.39","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2CIJ","X-ray","2.40","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2JBJ","X-ray","2.19","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2JBK","X-ray","2.99","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2OOT","X-ray","1.64","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2OR4","X-ray","1.62","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2PVV","X-ray","2.11","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2PVW","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2XEF","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2XEG","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2XEI","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","2XEJ","X-ray","1.78","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","3BHX","X-ray","1.60","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","3BI0","X-ray","1.67","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","3BI1","X-ray","1.50","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","3BXM","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","3D7D","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","3D7F","X-ray","1.54","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","3D7G","X-ray","1.75","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","3D7H","X-ray","1.55","A","44-750"
"FOLH1","2346","NP_001180400.1","Q04609","3IWW","X-ray","2.30","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","1Z8L","X-ray","3.50","A/B/C/D","56-750"
"FOLH1","2346","NP_001180401.1","Q04609","2C6C","X-ray","2.00","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2C6G","X-ray","2.20","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2C6P","X-ray","2.39","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2CIJ","X-ray","2.40","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2JBJ","X-ray","2.19","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2JBK","X-ray","2.99","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2OOT","X-ray","1.64","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2OR4","X-ray","1.62","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2PVV","X-ray","2.11","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2PVW","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2XEF","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2XEG","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2XEI","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","2XEJ","X-ray","1.78","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","3BHX","X-ray","1.60","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","3BI0","X-ray","1.67","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","3BI1","X-ray","1.50","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","3BXM","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","3D7D","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","3D7F","X-ray","1.54","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","3D7G","X-ray","1.75","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","3D7H","X-ray","1.55","A","44-750"
"FOLH1","2346","NP_001180401.1","Q04609","3IWW","X-ray","2.30","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","1Z8L","X-ray","3.50","A/B/C/D","56-750"
"FOLH1","2346","NP_001180402.1","Q04609","2C6C","X-ray","2.00","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2C6G","X-ray","2.20","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2C6P","X-ray","2.39","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2CIJ","X-ray","2.40","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2JBJ","X-ray","2.19","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2JBK","X-ray","2.99","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2OOT","X-ray","1.64","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2OR4","X-ray","1.62","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2PVV","X-ray","2.11","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2PVW","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2XEF","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2XEG","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2XEI","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","2XEJ","X-ray","1.78","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","3BHX","X-ray","1.60","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","3BI0","X-ray","1.67","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","3BI1","X-ray","1.50","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","3BXM","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","3D7D","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","3D7F","X-ray","1.54","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","3D7G","X-ray","1.75","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","3D7H","X-ray","1.55","A","44-750"
"FOLH1","2346","NP_001180402.1","Q04609","3IWW","X-ray","2.30","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","1Z8L","X-ray","3.50","A/B/C/D","56-750"
"FOLH1","2346","NP_004467.1","Q04609","2C6C","X-ray","2.00","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2C6G","X-ray","2.20","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2C6P","X-ray","2.39","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2CIJ","X-ray","2.40","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2JBJ","X-ray","2.19","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2JBK","X-ray","2.99","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2OOT","X-ray","1.64","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2OR4","X-ray","1.62","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2PVV","X-ray","2.11","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2PVW","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2XEF","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2XEG","X-ray","1.59","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2XEI","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","2XEJ","X-ray","1.78","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","3BHX","X-ray","1.60","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","3BI0","X-ray","1.67","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","3BI1","X-ray","1.50","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","3BXM","X-ray","1.71","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","3D7D","X-ray","1.69","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","3D7F","X-ray","1.54","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","3D7G","X-ray","1.75","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","3D7H","X-ray","1.55","A","44-750"
"FOLH1","2346","NP_004467.1","Q04609","3IWW","X-ray","2.30","A","44-750"
"FOXA1","3169","NP_004487.2","P55317","-","-","0.00","-","-"
"FOXA2","3170","NP_068556.2","Q9Y261","-","-","0.00","-","-"
"FOXA2","3170","NP_710141.1","Q9Y261","-","-","0.00","-","-"
"FOXC1","2296","NP_001444.2","Q12948","-","-","0.00","-","-"
"FOXL2","668","NP_075555.1","P58012","-","-","0.00","-","-"
"FUCA1","2517","NP_000138.2","P04066","-","-","0.00","-","-"
"GAD1","2571","NP_000808.2","Q99259","2OKJ","X-ray","2.30","A/B","93-594"
"GAD1","2571","NP_038473.2","Q99259","2OKJ","X-ray","2.30","A/B","93-594"
"GADD45G","10912","NP_006696.1","O95257","2WAL","X-ray","2.40","A/B","1-159"
"GADD45G","10912","NP_006696.1","O95257","3FFM","X-ray","2.30","A","1-159"
"GAS6","2621","NP_000811.1","Q14393","1H30","X-ray","2.20","A","261-721"
"GAS6","2621","NP_000811.1","Q14393","2C5D","X-ray","3.30","A/B","261-721"
"GAS6","2621","NP_001137417.1","Q14393","1H30","X-ray","2.20","A","261-721"
"GAS6","2621","NP_001137417.1","Q14393","2C5D","X-ray","3.30","A/B","261-721"
"GAS6","2621","NP_001137418.1","Q14393","1H30","X-ray","2.20","A","261-721"
"GAS6","2621","NP_001137418.1","Q14393","2C5D","X-ray","3.30","A/B","261-721"
"GCNT3","9245","NP_004742.1","O95395","-","-","0.00","-","-"
"GLT8D2","83468","NP_112592.1","Q9H1C3","-","-","0.00","-","-"
"GLTP","51228","NP_057517.1","Q9NZD2","1SWX","X-ray","1.65","A","1-209"
"GLTP","51228","NP_057517.1","Q9NZD2","1SX6","X-ray","1.95","A","1-209"
"GLTP","51228","NP_057517.1","Q9NZD2","2EUK","X-ray","1.85","A","1-209"
"GLTP","51228","NP_057517.1","Q9NZD2","2EUM","X-ray","2.30","A","1-209"
"GLTP","51228","NP_057517.1","Q9NZD2","2EVD","X-ray","2.00","A","1-209"
"GLTP","51228","NP_057517.1","Q9NZD2","2EVL","X-ray","2.20","A","1-209"
"GLTP","51228","NP_057517.1","Q9NZD2","2EVS","X-ray","2.20","A/E","1-209"
"GLTP","51228","NP_057517.1","Q9NZD2","2EVT","X-ray","1.99","A","1-209"
"GNLY","10578","NP_006424.2","P22749","1L9L","X-ray","0.92","A","63-136"
"GNLY","10578","NP_036615.2","P22749","1L9L","X-ray","0.92","A","63-136"
"GP2","2813","NP_001007241.2","P55259","-","-","0.00","-","-"
"GP2","2813","NP_001007242.2","P55259","-","-","0.00","-","-"
"GP2","2813","NP_001007243.2","P55259","-","-","0.00","-","-"
"GP2","2813","NP_001493.2","P55259","-","-","0.00","-","-"
"GPR133","283383","NP_942122.2","Q6QNK2","-","-","0.00","-","-"
"GSTP1","2950","NP_000843.1","P09211","10GS","X-ray","2.20","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","11GS","X-ray","2.30","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","12GS","X-ray","2.10","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","13GS","X-ray","1.90","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","14GS","X-ray","2.80","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","16GS","X-ray","1.90","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","17GS","X-ray","1.90","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","18GS","X-ray","1.90","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","19GS","X-ray","1.90","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","1AQV","X-ray","1.94","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","1AQW","X-ray","1.80","A/B/C/D","2-210"
"GSTP1","2950","NP_000843.1","P09211","1AQX","X-ray","2.00","A/B/C/D","2-210"
"GSTP1","2950","NP_000843.1","P09211","1EOG","X-ray","2.10","A/B","3-210"
"GSTP1","2950","NP_000843.1","P09211","1EOH","X-ray","2.50","A/B/C/D/E/F/G/H","2-210"
"GSTP1","2950","NP_000843.1","P09211","1GSS","X-ray","2.80","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","1KBN","X-ray","2.00","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","1LBK","X-ray","1.86","A/B","2-202"
"GSTP1","2950","NP_000843.1","P09211","1MD3","X-ray","2.03","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","1MD4","X-ray","2.10","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","1PGT","X-ray","1.80","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","1PX6","X-ray","2.10","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","1PX7","X-ray","2.03","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","1ZGN","X-ray","2.10","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","20GS","X-ray","2.45","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","22GS","X-ray","1.90","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","2A2R","X-ray","1.40","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","2A2S","X-ray","1.70","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","2GSS","X-ray","1.90","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","2J9H","X-ray","2.40","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","2PGT","X-ray","1.90","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","3CSH","X-ray","1.55","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3CSI","X-ray","1.90","A/B/C/D","2-210"
"GSTP1","2950","NP_000843.1","P09211","3CSJ","X-ray","1.90","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3DD3","X-ray","2.25","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","3DGQ","X-ray","1.60","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","3GSS","X-ray","1.90","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3GUS","X-ray","1.53","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3HJM","X-ray","2.10","A/B/C/D","2-210"
"GSTP1","2950","NP_000843.1","P09211","3HJO","X-ray","1.95","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3HKR","X-ray","1.80","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3IE3","X-ray","1.80","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3KM6","X-ray","2.10","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3KMN","X-ray","1.80","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3KMO","X-ray","2.60","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","3PGT","X-ray","2.14","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","4GSS","X-ray","2.50","A/B","2-209"
"GSTP1","2950","NP_000843.1","P09211","4PGT","X-ray","2.10","A/B","1-210"
"GSTP1","2950","NP_000843.1","P09211","5GSS","X-ray","1.95","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","6GSS","X-ray","1.90","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","7GSS","X-ray","2.20","A/B","2-210"
"GSTP1","2950","NP_000843.1","P09211","8GSS","X-ray","1.90","A/B/C","2-210"
"GSTP1","2950","NP_000843.1","P09211","9GSS","X-ray","1.97","A/B","2-210"
"GZMA","3001","NP_006135.1","P12544","1HF1","model","0.00","A","29-262"
"GZMA","3001","NP_006135.1","P12544","1OP8","X-ray","2.50","A/B/C/D/E/F","29-262"
"GZMA","3001","NP_006135.1","P12544","1ORF","X-ray","2.40","A","29-262"
"HDAC2","3066","NP_001518.3","Q92769","3MAX","X-ray","2.05","A/B/C","9-374"
"HGD","3081","NP_000178.2","Q93099","1EY2","X-ray","2.30","A","1-445"
"HGD","3081","NP_000178.2","Q93099","1EYB","X-ray","1.90","A","1-445"
"HIF1A","3091","NP_001521.1","Q16665","1D7G","model","0.00","D","15-73"
"HIF1A","3091","NP_001521.1","Q16665","1H2K","X-ray","2.15","S","786-826"
"HIF1A","3091","NP_001521.1","Q16665","1H2L","X-ray","2.25","S","786-826"
"HIF1A","3091","NP_001521.1","Q16665","1H2M","X-ray","2.50","S","775-826"
"HIF1A","3091","NP_001521.1","Q16665","1L3E","NMR","0.00","A","786-826"
"HIF1A","3091","NP_001521.1","Q16665","1L8C","NMR","0.00","B","776-826"
