"Gene_Name","Gene_ID","Protein_ID","Domain_No","Range","Superfamily","Family"
"FOLH1","2346","NP_004467.1","2","115-359","PA domain","PA domain"
"FOLH1","2346","NP_004467.1","1","61-108;341-592","Zn-dependent exopeptidases","FolH catalytic domain-like"
"FOLH1","2346","NP_004467.1","3","594-748","Transferrin receptor-like dimerisation domain","Transferrin receptor-like dimerisation domain"
"FOXA1","3169","NP_004487.2","0","-","-","-"
"FOXA2","3170","NP_068556.2","1","164-259","Winged helix DNA-binding domain","Forkhead DNA-binding domain"
"FOXA2","3170","NP_710141.1","1","158-253","Winged helix DNA-binding domain","Forkhead DNA-binding domain"
"FOXC1","2296","NP_001444.2","1","77-172",""""Winged helix"" DNA-binding domain"","Forkhead DNA-binding domain"
"FOXL2","668","NP_075555.1","1","53-148","Winged helix DNA-binding domain","Forkhead DNA-binding domain"
"FUCA1","2517","NP_000138.2","1","36-370","(Trans)glycosidases","Putative alpha-L-fucosidase; catalytic domain"
"FUCA1","2517","NP_000138.2","1","36-370","(Trans)glycosidases","Putative alpha-L-fucosidase; catalytic domain"
"GAD1","2571","NP_000808.2","1"," 111-593","PLP-dependent transferases","Pyridoxal-dependent decarboxylase"
"GAD1","2571","NP_038473.2","1","111-213","PLP-dependent transferases","Pyridoxal-dependent decarboxylase"
"GADD45G","10912","NP_006696.1","1","23-126","L30e-like","L30e/L7ae ribosomal proteins"
"GAS6","2621","NP_000811.1","3","49-106","GLA-domain","GLA-domain"
"GAS6","2621","NP_000811.1","5","118-161","EGF/Laminin","EGF-type module"
"GAS6","2621","NP_000811.1","4","152-283","Growth factor receptor domain","Growth factor receptor domain"
"GAS6","2621","NP_000811.1","1","261-450","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"GAS6","2621","NP_000811.1","2","464-673","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"GAS6","2621","NP_001137417.1","2","2-151","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"GAS6","2621","NP_001137417.1","1","165-374","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"GAS6","2621","NP_001137418.1","2","464-673","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"GAS6","2621","NP_001137418.1","1","165-374","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"GCNT3","9245","NP_004742.1","0","-","-","-"
"GLT8D2","83468","NP_112592.1","1","51-345","Nucleotide-diphospho-sugar transferases","Galactosyltransferase LgtC"
"GLTP","51228","NP_057517.1","1","9-208","Glycolipid transfer protein; GLTP","Glycolipid transfer protein; GLTP"
"GNLY","10578","NP_006424.2","1","68-134","Saposin","NKL-like"
"GNLY","10578","NP_036615.2","1","53-119","Saposin","NKL-like"
"GP2","2813","NP_001007241.2","0","-","-","-"
"GP2","2813","NP_001007242.2","0","-","-","-"
"GP2","2813","NP_001007243.2","0","-","-","-"
"GP2","2813","NP_001493.2","0","-","-","-"
"GP2","2813","NP_001007241.2","0","-","-","-"
"GP2","2813","NP_001007242.2","0","-","-","-"
"GP2","2813","NP_001007243.2","0","-","-","-"
"GP2","2813","NP_001493.2","0","-","-","-"
"GPR133","283383","NP_942122.2","1","44-245","Concanavalin A-like lectins/glucanases","Pentraxin (pentaxin)"
"GPR133","283383","NP_942122.2","2","568-826","Family A G protein-coupled receptor-like","Rhodopsin-like"
"GSTP1","2950","NP_000843.1","2","2-75","Thioredoxin-like","Glutathione S-transferase (GST); N-terminal domain"
"GSTP1","2950","NP_000843.1","1","79-206","GST C-terminal domain-like","Glutathione S-transferase (GST); C-terminal domain"
"GZMA","3001","NP_006135.1","1","29-258","Trypsin-like serine proteases","Eukaryotic proteases"
"GZMA","3001","NP_006135.1","1","29-258","Trypsin-like serine proteases","Eukaryotic proteases"
"HDAC2","3066","NP_001518.3","1","10-374","Arginase/deacetylase","Histone deacetylase; HDAC"
"HGD","3081","NP_000178.2","1","3-439","RmlC-like cupins","Homogentisate dioxygenase"
"HIF1A","3091","NP_001521.1","3","15-69","HLH; helix-loop-helix DNA-binding domain","HLH; helix-loop-helix DNA-binding domain"
"HIF1A","3091","NP_001521.1","2","96-207","PYP-like sensor domain (PAS domain)","Hypoxia-inducible factor Hif2a; C-terminal domain"
"HIF1A","3091","NP_001521.1","1","242-343","PYP-like sensor domain (PAS domain)","Hypoxia-inducible factor Hif2a; C-terminal domain"
"HIF1A","3091","NP_851397.1","3","15-70","HLH; helix-loop-helix DNA-binding domain","HLH; helix-loop-helix DNA-binding domain"
"HIF1A","3091","NP_851397.1","2","96-207","PYP-like sensor domain (PAS domain)","Hypoxia-inducible factor Hif2a; C-terminal domain"
"HIF1A","3091","NP_851397.1","1","242-343","PYP-like sensor domain (PAS domain)","Hypoxia-inducible factor Hif2a; C-terminal domain"
"HIF1A","3091","NP_851397.1","3","15-70","HLH; helix-loop-helix DNA-binding domain","HLH; helix-loop-helix DNA-binding domain"
"HIF1A","3091","NP_851397.1","2","96-207","PYP-like sensor domain (PAS domain)","Hypoxia-inducible factor Hif2a; C-terminal domain"
"HIF1A","3091","NP_851397.1","1","242-343","PYP-like sensor domain (PAS domain)","Hypoxia-inducible factor Hif2a; C-terminal domain"
"HKDC1","80201","NP_079406.3","4","3-221","Actin-like ATPase domain","Hexokinase"
"HKDC1","80201","NP_079406.3","2","224-463","Actin-like ATPase domain","Hexokinase"
"HKDC1","80201","NP_079406.3","3","454-668","Actin-like ATPase domain","Hexokinase"
"HKDC1","80201","NP_079406.3","1","670-910","Actin-like ATPase domain","Hexokinase"
"HMGB1","3146","NP_002119.1","2","3-81","HMG-box","HMG-box"
"HMGB1","3146","NP_002119.1","1","78-164","HMG-box","HMG-box"
"HOXA10","3206","NP_061824.3","1","221-301","Homeodomain-like","Homeodomain"
"HOXA11","3207","NP_005514.1","1","5-187","Actin-like ATPase domain","Actin/HSP70"
"HOXA11","3207","NP_005514.1","2","192-382","Actin-like ATPase domain","Actin/HSP70"
"HOXA11","3207","NP_005514.1","3","386-543","Heat shock protein 70kD (HSP70); peptide-binding domain","Heat shock protein 70kD (HSP70); peptide-binding domain"
"HOXA11","3207","NP_005514.1","4","538-619","Heat shock protein 70kD (HSP70); peptide-binding domain","Heat shock protein 70kD (HSP70); peptide-binding domain"
"HP","3240","NP_001119574.1","2","33-95","Complement control module/SCR domain","Complement control module/SCR domain"
"HP","3240","NP_001119574.1","1","79-346","Trypsin-like serine proteases","Eukaryotic proteases"
"HP","3240","NP_005134.1","3","33-88","Complement control module/SCR domain","Complement control module/SCR domain"
"HP","3240","NP_005134.1","2","92-154","Complement control module/SCR domain","Complement control module/SCR domain"
"HP","3240","NP_005134.1","1","138-405","Trypsin-like serine proteases","Eukaryotic proteases"
"HSPA8","3312","NP_694881.1","1","5-187","Actin-like ATPase domain","Actin/HSP70"
"HSPA8","3312","NP_694881.1","2","192-382","Actin-like ATPase domain","Actin/HSP70"
"HSPA8","3312","NP_694881.1","3","386-467","Heat shock protein 70kD (HSP70); peptide-binding domain","Heat shock protein 70kD (HSP70); peptide-binding domain"
"HTR1B","3351","NP_000854.1","1","23-251;308-389","Family A G protein-coupled receptor-like","Rhodopsin-like"
"HTR1B","3351","NP_000854.1","1","23-251;308-389","Family A G protein-coupled receptor-like","Rhodopsin-like"
"HTRA1","5654","NP_002766.1","3","34-122","Growth factor receptor domain","Growth factor receptor domain"
"HTRA1","5654","NP_002766.1","4","110-155","Kazal-type serine protease inhibitors","Ovomucoid domain III-like"
"HTRA1","5654","NP_002766.1","1","170-366","Trypsin-like serine proteases","Prokaryotic proteases"
"HTRA1","5654","NP_002766.1","2","381-477","PDZ domain-like","HtrA-like serine proteases"
"HTRA2","27429","NP_037379.1","1","147-344","Trypsin-like serine proteases","Prokaryotic proteases"
"HTRA2","27429","NP_037379.1","2","359-455","PDZ domain-like","HtrA-like serine proteases"
"HTRA2","27429","NP_659540.1","1","147-279","Trypsin-like serine proteases","Prokaryotic proteases"
"HTRA2","27429","NP_659540.1","2","305-358","PDZ domain-like","HtrA-like serine proteases"
"HTRA3","94031","NP_444272.1","3","24-94","Growth factor receptor domain","Growth factor receptor domain"
"HTRA3","94031","NP_444272.1","4","80-126","Kazal-type serine protease inhibitors","Ovomucoid domain III-like"
"HTRA3","94031","NP_444272.1","1","140-346","Trypsin-like serine proteases","Prokaryotic proteases"
"HTRA3","94031","NP_444272.1","2","355-450","PDZ domain-like","HtrA-like serine proteases"
"HYAL1","3373","NP_009296.1","1","31-350","(Trans)glycosidases","Bee venom hyaluronidase"
"HYAL1","3373","NP_149349.2","1","31-350","(Trans)glycosidases","Bee venom hyaluronidase"
"HYAL1","3373","NP_695013.1","1","31-350","(Trans)glycosidases","Bee venom hyaluronidase"
"HYAL1","3373","NP_695014.1","1","31-320","(Trans)glycosidases","Bee venom hyaluronidase"
"HYAL1","3373","NP_695015.1","1","1-168","(Trans)glycosidases","Bee venom hyaluronidase"
"HYAL1","3373","NP_695017.1","1","2-91","(Trans)glycosidases","Bee venom hyaluronidase"
"HYAL1","3373","NP_695017.1","0","154-173","EGF/Laminin","EGF-type module"
"HYAL2","8692","NP_003764.3","1","35-357","(Trans)glycosidases","Bee venom hyaluronidase"
"HYAL2","8692","NP_003764.3","0","423-443","EGF/Laminin","EGF-type module"
"HYAL2","8692","NP_149348.2","1","35-357","(Trans)glycosidases","Bee venom hyaluronidase"
"HYAL2","8692","NP_149348.2","0","423-443","EGF/Laminin","EGF-type module"
"ID4","3400","NP_001537.1","1","67-128","HLH; helix-loop-helix DNA-binding domain","HLH; helix-loop-helix DNA-binding domain"
"ID4","3400","NP_001537.1","0","24-76","Tryptophan synthase beta subunit-like PLP-dependent enzymes","Tryptophan synthase beta subunit-like PLP-dependent enzymes"
"IFIT4","3437","NP_001026853.1","2","50-129","TPR-like","Tetratricopeptide repeat (TPR)"
"IFIT4","3437","NP_001026853.1","1","136-278;312-339","TPR-like","Tetratricopeptide repeat (TPR)"
"IFIT4","3437","NP_001026853.1","0","413-444","TPR-like","Tetratricopeptide repeat (TPR)"
"IFIT4","3437","NP_001540.2","2","50-129","TPR-like","Tetratricopeptide repeat (TPR)"
"IFIT4","3437","NP_001540.2","1","136-278;312-339","TPR-like","Tetratricopeptide repeat (TPR)"
"IFIT4","3437","NP_001540.2","0","413-444","TPR-like","Tetratricopeptide repeat (TPR)"
"IGF1","3479","NP_000609.1","1","37-115","Insulin-like","Insulin-like"
"IGF1","3479","NP_001104753.1","1","37-115","Insulin-like","Insulin-like"
"IGF1","3479","NP_001104754.1","1","21-99","Insulin-like","Insulin-like"
"IGF1","3479","NP_001104755.1","1","37-115","Insulin-like","Insulin-like"
"IGF2","3481","NP_000603.1","1","16-91","Insulin-like","Insulin-like"
"IGF2","3481","NP_001007140.2","1","16-91","Insulin-like","Insulin-like"
"IGF2","3481","NP_001121070.1","1","72-147","Insulin-like","Insulin-like"
"IGF2BP2","10644","NP_001007226.1","1","3-159","RNA-binding domain; RBD","Canonical RBD"
"IGF2BP2","10644","NP_001007226.1","4","192-269","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP2","10644","NP_001007226.1","3","273-348","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP2","10644","NP_001007226.1","2","373-459","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP2","10644","NP_001007226.1","5","468-547","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP2","10644","NP_006539.3","1","3-159","RNA-binding domain; RBD","Canonical RBD"
"IGF2BP2","10644","NP_006539.3","3","191-265","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP2","10644","NP_006539.3","4","273-355","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP2","10644","NP_006539.3","2","416-502","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP2","10644","NP_006539.3","5","511-590","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP3","10643","NP_006538.2","1","2-155","RNA-binding domain; RBD","Canonical RBD"
"IGF2BP3","10643","NP_006538.2","5","193-270","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP3","10643","NP_006538.2","2","276-354","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP3","10643","NP_006538.2","3","396-480","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGF2BP3","10643","NP_006538.2","4","489-561","Eukaryotic type KH-domain (KH-domain type I)","Eukaryotic type KH-domain (KH-domain type I)"
"IGFBP1","3484","NP_000587.1","2","28-110","Growth factor receptor domain","Growth factor receptor domain"
"IGFBP1","3484","NP_000587.1","1","170-256","Thyroglobulin type-1 domain","Thyroglobulin type-1 domain"
"IGFBP3","3486","NP_000589.2","2","37-119","Growth factor receptor domain","Growth factor receptor domain"
"IGFBP3","3486","NP_000589.2","1","205-289","Thyroglobulin type-1 domain","Thyroglobulin type-1 domain"
"IGFBP3","3486","NP_001013416.1","2","37-119","Growth factor receptor domain","Growth factor receptor domain"
"IGFBP3","3486","NP_001013416.1","1","211-295","Thyroglobulin type-1 domain","Thyroglobulin type-1 domain"
"IGFBP6","3489","NP_002169.1","2","65-107","Growth factor receptor domain","Growth factor receptor domain"
"IGFBP6","3489","NP_002169.1","1","150-236","Thyroglobulin type-1 domain","Thyroglobulin type-1 domain"
"IGJ","3512","NP_653247.1","0","-","-","-"
"IL11","3589","NP_000632.1","1","35-196","4-helical cytokines","4-helical cytokines"
"IL20RA","53832","NP_055247.2","1","37-132","Fibronectin type III","Fibronectin type III"
"IL20RA","53832","NP_055247.2","2","120-239","Fibronectin type III","Fibronectin type III"
"IL8","3576","NP_000575.1","1","19-95","Interleukin 8-like chemokines","Interleukin 8-like chemokines"
"INPP5F","22876","NP_055752.1","0","-","-","-"
"IP6K1","9807","NP_001006115.1","1","40-178;227-273","SAICAR synthase-like","Inositol polyphosphate kinase (IPK)"
"IP6K1","9807","NP_695005.1","1","28-84;205-343;392-43","SAICAR synthase-like","Inositol polyphosphate kinase (IPK)"
"ITGAV","3685","NP_001138471.1","1","20-422","Integrin alpha N-terminal domain","Integrin alpha N-terminal domain"
"ITGAV","3685","NP_001138471.1","3","423-582","Integrin domains","Integrin domains"
"ITGAV","3685","NP_001138471.1","4","583-715","Integrin domains","Integrin domains"
"ITGAV","3685","NP_001138471.1","2","723-951","Integrin domains","Integrin domains"
"ITGAV","3685","NP_001138472.1","1","31-432","Integrin alpha N-terminal domain","Integrin alpha N-terminal domain"
"ITGAV","3685","NP_001138472.1","3","433-592","Integrin domains","Integrin domains"
"ITGAV","3685","NP_001138472.1","4","593-725","Integrin domains","Integrin domains"
"ITGAV","3685","NP_001138472.1","2","733-961","Integrin domains","Integrin domains"
"ITGAV","3685","NP_002201.1","1","31-468","Integrin alpha N-terminal domain","Integrin alpha N-terminal domain"
"ITGAV","3685","NP_002201.1","3","469-628","Integrin domains","Integrin domains"
"ITGAV","3685","NP_002201.1","4","629-761","Integrin domains","Integrin domains"
"ITGAV","3685","NP_002201.1","2","769-997","Integrin domains","Integrin domains"
"ITPKC","80271","NP_079470.1","1","409-681","SAICAR synthase-like","Inositol polyphosphate kinase (IPK)"
"JPH4","84502","NP_001139500.1","3","9-96","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain"
"JPH4","84502","NP_001139500.1","2","81-144","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain"
"JPH4","84502","NP_001139500.1","1","281-339","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain"
"JPH4","84502","NP_115828.2","3","9-96","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain"
"JPH4","84502","NP_115828.2","2","81-144","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain"
"JPH4","84502","NP_115828.2","1","281-339","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain","Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain"
"KANK4","163782","NP_859063.3","1","816-986","Ankyrin repeat","Ankyrin repeat"
"KIAA1324","57535","NP_065826.2","2","273-413","Growth factor receptor domain","Growth factor receptor domain"
"KIAA1324","57535","NP_065826.2","3","579-659","Growth factor receptor domain","Growth factor receptor domain"
"KIAA1324","57535","NP_065826.2","1","655-857","Mannose 6-phosphate receptor domain","Mannose 6-phosphate receptor domain"
"KIAA1324","57535","NP_065826.2","0","70-116","Growth factor receptor domain","Growth factor receptor domain"
"KIF1A","547","NP_004312.2","1","5-364","P-loop containing nucleoside triphosphate hydrolases","Motor proteins"
"KIF1A","547","NP_004312.2","2","491-596","SMAD/FHA domain","FHA domain"
"KIF1A","547","NP_004312.2","3","1520-1669","PH domain-like ","Pleckstrin-homology domain (PH domain)"
"KIF26A","26153","NP_056471.1","1","348-724","P-loop containing nucleoside triphosphate hydrolases","Motor proteins"
"KLK10","5655","NP_001070968.1","1","46-275","Trypsin-like serine proteases","Eukaryotic proteases"
"KLK10","5655","NP_002767.2","1","46-275","Trypsin-like serine proteases","Eukaryotic proteases"
"KLK10","5655","NP_665895.1","1","46-275","Trypsin-like serine proteases","Eukaryotic proteases"
"KLK6","5653","NP_001012982.1","1","9-242","Trypsin-like serine proteases","Eukaryotic proteases"
"KLK6","5653","NP_001012983.1","1","1-135","Trypsin-like serine proteases","Eukaryotic proteases"
"KLK6","5653","NP_002765.1","1","9-242","Trypsin-like serine proteases","Eukaryotic proteases"
"KLRT32","3882","NP_002269.3","3","12-71;404-447","Growth factor receptor domain","Growth factor receptor domain"
"KLRT32","3882","NP_002269.3","2","94-129","Intermediate filament protein; coiled coil region","Intermediate filament protein; coiled coil region"
"KLRT32","3882","NP_002269.3","1","334-405","Intermediate filament protein; coiled coil region","Intermediate filament protein; coiled coil region"
"KRAS","3845","NP_004976.2","1","3-181","P-loop containing nucleoside triphosphate hydrolases","G proteins"
"KRAS","3845","NP_203524.1","1","3-164","P-loop containing nucleoside triphosphate hydrolases","G proteins"
"KYNU","8942","NP_001028170.1","1","29-304","PLP-dependent transferases","Cystathionine synthase-like"
"KYNU","8942","NP_001186170.1","1","29-460","PLP-dependent transferases","Cystathionine synthase-like"
"KYNU","8942","NP_003928.1","1","29-460","PLP-dependent transferases","Cystathionine synthase-like"
"LAMB1","3912","NP_002282.2","5","271-337","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","4","335-387","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","11","415-460","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","8","458-502","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","9","510-550","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","2","773-823","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","3","821-869","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","1","867-919","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","7","928-978","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","6","976-1027","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","12","1028-1081","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","10","1084-1126","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","13","1132-1179","EGF/Laminin","Laminin-type module"
"LAMB1","3912","NP_002282.2","14","1538-1662","Prefoldin","Prefoldin"
"LAMB1","3912","NP_002282.2","0","1209-1357","Methyl-accepting chemotaxis protein (MCP) signaling domain","Methyl-accepting chemotaxis protein (MCP) signaling domain"
"LCN2","3934","NP_005555.2","1","26-196","Lipocalins","Retinol binding protein-like"
"LDB2","9079","NP_001124306.1","0","-","-","-"
"LDB2","9079","NP_001281.1","0","-","-","-"
"LGALS3","3958","NP_001170859.1","1","115-190","Concanavalin A-like lectins/glucanases","Galectin (animal S-lectin)"
"LGALS3","3958","NP_002297.2","1","115-247","Concanavalin A-like lectins/glucanases","Galectin (animal S-lectin)"
"LIMS1","3987","NP_001180411.1","5","5-39","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180411.1","1","42-104","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180411.1","6","100-131","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180411.1","4","129-163","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180411.1","2","165-226","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180411.1","3","223-286","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180411.1","0","282-311","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180412.1","5","13-47","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180412.1","1","50-112","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180412.1","6","108-139","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180412.1","4","137-171","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180412.1","2","173-234","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180412.1","3","231-294","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180412.1","0","290-319","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180413.1","5","38-72","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180413.1","1","75-137","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180413.1","6","133-164","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180413.1","4","162-196","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180413.1","2","198-259","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180413.1","3","256-319","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180413.1","0","315-344","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180414.1","5","63-97","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180414.1","1","100-162","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180414.1","6","158-189","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180414.1","4","187-221","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180414.1","2","223-284","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180414.1","3","281-344","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180414.1","0","340-369","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180417.1","5","1-35","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180417.1","1","38-100","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180417.1","6","96-127","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180417.1","4","125-159","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180417.1","2","161-222","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180417.1","3","219-282","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_001180417.1","0","278-307","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_004978.2","5","1-35","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_004978.2","1","38-100","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_004978.2","6","96-127","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_004978.2","4","125-159","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_004978.2","2","161-222","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_004978.2","3","219-282","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LIMS1","3987","NP_004978.2","0","278-307","Glucocorticoid receptor-like (DNA-binding domain)","LIM domain"
"LMOD1","25802","NP_036266.2","1","317-479","RNI-like","28-residue LRR"
"LOX","4015","NP_001171573.1","0","-","-","-"
"LOX","4015","NP_002308.2","0","-","-","-"
"LOXL3","84695","NP_115992.1","2","43-148","SRCR-like","Scavenger receptor cysteine-rich (SRCR) domain"
"LOXL3","84695","NP_115992.1","4","185-283","SRCR-like","Scavenger receptor cysteine-rich (SRCR) domain"
"LOXL3","84695","NP_115992.1","1","305-407","SRCR-like","Scavenger receptor cysteine-rich (SRCR) domain"
"LOXL3","84695","NP_115992.1","3"," 415-530","SRCR-like","Scavenger receptor cysteine-rich (SRCR) domain"
"LRCH2","57631","NP_065922.3","1","92-321","L domain-like","Leucine rich effector protein YopM"
"LRCH2","57631","NP_065922.3","2","645-755","Calponin-homology domain; CH-domain","Calponin-homology domain; CH-domain"
"LRP1","4035","NP_002323.2","15","24-63","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","13","3569-3609","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","12","105-190;477-519","Growth factor receptor domain","Growth factor receptor domain"
"LRP1","4035","NP_002323.2","7","200-469","YWTD domain","YWTD domain"
"LRP1","4035","NP_002323.2","6","536-769","YWTD domain","YWTD domain"
"LRP1","4035","NP_002323.2","38","802-847","EGF/Laminin","EGF-type module"
"LRP1","4035","NP_002323.2","11","848-890","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","22","889-931","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","14","929-968","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","23","974-1011","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","19","1013-1050","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","25","1057-1097","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","40","1105-1140","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","41","1143-1178","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","10","1182-1261;1527-1579","Growth factor receptor domain","Growth factor receptor domain"
"LRP1","4035","NP_002323.2","2","1269-1534","YWTD domain","YWTD domain"
"LRP1","4035","NP_002323.2","5","1584-1841","YWTD domain","YWTD domain"
"LRP1","4035","NP_002323.2","3","1892-2152","YWTD domain","YWTD domain"
"LRP1","4035","NP_002323.2","8","1892-2152","YWTD domain","YWTD domain"
